ID;BESTLOC;GRAMS;portion;EUFDNAME
148;0.0118;8;0.000944;FASAT
148;0.1;8;0.008;FAT
148;0;8;0;FATRN
148;0;8;0;FD
148;0.3;8;0.024;FE
148;1.3;8;0.104;FIBC
148;0.7;8;0.056;FIBINS
148;1.3;8;0.104;FIBT
148;4;8;0;FOL
148;7.2;8;0.576;FRUS
148;0;8;0;GALS
148;6.6;8;0.528;GLUS
148;1;8;0;ID
148;670;8;53;K
148;0;8;0;LACS
148;0;8;0;MALS
148;12;8;0;MG
148;0.74;8;0.0592;MN
148;0;8;0;MO
148;587.32;8;46.9856;MYRIC
148;34;8;2;NA
148;86.63;8;6.9304;NACL
148;0.178;8;0.01424;NIA
148;0.241;8;0.01928;NIAEQ
148;0.102;8;0.00816;NT
148;0.602;8;0.04816;OA
148;9;8;0;P
148;0.6;8;0.048;PROT
148;0.6;8;0.048;PSACNCS
148;1426.28;8;114.1024;QUERCE
148;0;8;0;RETOL
148;0.03;8;0.0024;RIBF
148;0.294;8;0.02352;SE
148;0.5;8;0.04;STARCH
148;7.12;8;0.5696;STERT
148;23.7;8;1.896;SUCS
148;37.5;8;3.0;SUGAR
148;0;8;0;SUGOH
148;0.02;8;0.0016;THIA
148;3.8;8;0.304;TRP
148;1.04;8;0.0832;VITA
148;0;8;0;VITB12
148;2;8;0;VITC
148;0;8;0;VITD
148;0.476;8;0.03808;VITE
148;4.532;8;0.36256;VITK
148;0;8;0;VITPYRID
148;48.7;8;3.896;WATER
148;0.1;8;0.008;ZN
158;0;5;0;ALC
158;1.559;5;0.07795;ASH
158;12.71;5;0.6355;CA
158;256.2;5;12.81;CAROTENS
158;256.2;5;12.81;CARTB
158;0.9;5;0.045;CHOAVL
158;0.9;5;0.045;CHOCDF
158;130;5;6;CHOLE
158;3.37;5;0.1685;CR
158;0.012;5;0.0006;CU
158;2796.08;5;139.804;ENERC
158;12688.465;5;634.42325;F16D0T
158;20668.983;5;1033.44915;F18D1T
158;4999.4;5;249.97;F18D2CN6
158;2377.146;5;118.8573;F18D3N3
158;0;5;0;F20D4N6
158;0;5;0;F20D5N3
158;0;5;0;F22D6N3
158;77.329;5;3.86645;FACIDCTG
158;73.928;5;3.6964;FAFRE
158;22.5549;5;1.127745;FAMCIS
158;8.043;5;0.40215;FAPU
158;2.3772;5;0.11886;FAPUN3
158;5.128;5;0.2564;FAPUN6
158;5.2447;5;0.262235;FAS18
158;30.7535;5;1.537675;FASAT
158;75;5;3;FAT
158;1.1051;5;0.055255;FATRN
158;0.003;5;0.00015;FD
158;0.105;5;0.00525;FE
158;0;5;0;FIBC
158;0;5;0;FIBINS
158;0;5;0;FIBT
158;1.68;5;0.084;FOL
158;0;5;0;FRUS
158;0.2;5;0.01;GALS
158;0.2;5;0.01;GLUS
158;21.24;5;1.062;ID
158;8.84;5;0.442;K
158;0.5;5;0.025;LACS
158;0;5;0;MALS
158;3.02;5;0.151;MG
158;0.0058;5;0.00029;MN
158;0;5;0;MO
158;0;5;0;MYRIC
158;600;5;30;NA
158;1528.8;5;76.44;NACL
158;0;5;0;NIA
158;0.056;5;0.0028;NIAEQ
158;0.046;5;0.0023;NT
158;0;5;0;OA
158;14.4;5;0.72;P
158;0.34;5;0.017;PROT
158;0;5;0;PSACNCS
158;0;5;0;QUERCE
158;398.7354;5;19.93677;RETOL
158;0.017;5;0.00085;RIBF
158;0.297;5;0.01485;SE
158;0;5;0;STARCH
158;139.1;5;6.955;STERT
158;0;5;0;SUCS
158;0.9;5;0.045;SUGAR
158;0;5;0;SUGOH
158;0;5;0;THIA
158;3.4;5;0.17;TRP
158;420;5;21;VITA
158;0;5;0;VITB12
158;0;5;0;VITC
158;10;5;0;VITD
158;4.638;5;0.2319;VITE
158;40.557;5;2.02785;VITK
158;0;5;0;VITPYRID
158;22.2;5;1.11;WATER
158;0.046;5;0.0023;ZN
159;0;15;0;ALC
159;0;15;0;ASH
159;0;15;0;CA
159;24.6;15;3.69;CAROTENS
159;24.6;15;3.69;CARTB
159;0;15;0;CHOAVL
159;0;15;0;CHOCDF
159;0;15;0;CHOLE
159;0;15;0;CR
159;0;15;0;CU
159;3700;15;555;ENERC
159;11426.111;15;1713.91665;F16D0T
159;67376.25;15;10106.4375;F18D1T
159;10366.56;15;1554.984;F18D2CN6
159;543.505;15;81.52575;F18D3N3
159;0;15;0;F20D4N6
159;0;15;0;F20D5N3
159;0;15;0;F22D6N3
159;97.62;15;14.643;FACIDCTG
159;93.3271;15;13.999065;FAFRE
159;68.3845;15;10.257675;FAMCIS
159;10.9301;15;1.639515;FAPU
159;0.5435;15;0.081525;FAPUN3
159;10.3666;15;1.55499;FAPUN6
159;2.436;15;0.3654;FAS18
159;14.0125;15;2.101875;FASAT
159;100;15;15;FAT
159;0;15;0;FATRN
159;0;15;0;FD
159;0;15;0;FE
159;0;15;0;FIBC
159;0;15;0;FIBINS
159;0;15;0;FIBT
159;0;15;0;FOL
159;0;15;0;FRUS
159;0;15;0;GLUS
159;0;15;0;ID
159;0;15;0;K
159;0;15;0;LACS
159;0;15;0;MALS
159;0;15;0;MG
159;0;15;0;MN
159;0;15;0;MO
159;0;15;0;MYRIC
159;0;15;0;NA
159;0;15;0;NACL
159;0;15;0;NIA
159;0;15;0;NIAEQ
159;0;15;0;NT
159;0;15;0;OA
159;0;15;0;P
159;0;15;0;PROT
159;0;15;0;PSACNCS
159;0;15;0;QUERCE
159;0;15;0;RETOL
159;0;15;0;RIBF
159;0;15;0;SE
159;0;15;0;STARCH
159;175;15;26;STERT
159;0;15;0;SUCS
159;0;15;0;SUGAR
159;0;15;0;SUGOH
159;0;15;0;THIA
159;0;15;0;TRP
159;2.04;15;0.306;VITA
159;0;15;0;VITB12
159;0;15;0;VITC
159;0;15;0;VITD
159;11.91;15;1.7865;VITE
159;30;15;4;VITK
159;0;15;0;VITPYRID
159;0;15;0;WATER
159;0;15;0;ZN
164;0;30;0;ALC
164;1.1;30;0.33;ASH
164;9;30;2;CA
164;6196.2;30;1858.86;CAROTENS
164;2908;30;872;CARTB
164;4.5;30;1.35;CHOAVL
164;6.4;30;1.92;CHOCDF
164;0;30;0;CHOLE
164;0.01;30;0.003;CU
164;118.78;30;35.634;ENERC
164;25;30;7;F16D0T
164;2;30;0;F18D1T
164;45;30;13;F18D2CN6
164;25;30;7;F18D3N3
164;0;30;0;F20D4N6
164;0;30;0;F20D5N3
164;0;30;0;F22D6N3
164;0.106;30;0.0318;FACIDCTG
164;0.101;30;0.0303;FAFRE
164;0.004;30;0.0012;FAMCIS
164;0.07;30;0.021;FAPU
164;0.025;30;0.0075;FAPUN3
164;0.045;30;0.0135;FAPUN6
164;0.002;30;0.0006;FAS18
164;0.027;30;0.0081;FASAT
164;0.3;30;0.09;FAT
164;0;30;0;FATRN
164;0.6;30;0.18;FE
164;1.9;30;0.57;FIBC
164;1;30;0;FIBINS
164;1.9;30;0.57;FIBT
164;55.86;30;16.758;FOL
164;2.1;30;0.63;FRUS
164;2.3;30;0.69;GLUS
164;1;30;0;ID
164;290;30;87;K
164;0;30;0;LACS
164;0;30;0;MALS
164;14;30;4;MG
164;0.1;30;0.03;MN
164;50;30;15;MYRIC
164;3.5;30;1.05;NA
164;8.92;30;2.676;NACL
164;1.3;30;0.39;NIA
164;1.5;30;0.45;NIAEQ
164;0.15;30;0.045;NT
164;0;30;0;OA
164;30;30;9;P
164;0.94;30;0.282;PROT
164;0.9;30;0.27;PSACNCS
164;760;30;228;QUERCE
164;0;30;0;RETOL
164;0.12;30;0.036;RIBF
164;0.2;30;0.06;SE
164;0;30;0;STARCH
164;21.5;30;6.45;STERT
164;0.1;30;0.03;SUCS
164;4.5;30;1.35;SUGAR
164;0;30;0;SUGOH
164;0.04;30;0.012;THIA
164;12;30;3;TRP
164;243.81;30;73.143;VITA
164;0;30;0;VITB12
164;184.8;30;55.44;VITC
164;0;30;0;VITD
164;2.16;30;0.648;VITE
164;4.6;30;1.38;VITK
164;0.45;30;0.135;VITPYRID
164;91.26;30;27.378;WATER
164;0.1;30;0.03;ZN
166;0;25;0;ALC
166;2.216;25;0.554;ASH
166;45.31;25;11.3275;CA
166;199.1;25;49.775;CAROTENS
166;8.77;25;2.1925;CARTB
166;45.007;25;11.25175;CHOAVL
166;53.913;25;13.47825;CHOCDF
166;0.09;25;0.0225;CHOLE
166;0.59;25;0.1475;CR
166;0.396;25;0.099;CU
166;1284.54;25;321.135;ENERC
166;681.142;25;170.2855;F16D0T
166;2187.209;25;546.80225;F18D1T
166;1864.914;25;466.2285;F18D2CN6
166;1125.321;25;281.33025;F18D3N3
166;0;25;0;F20D4N6
166;0;25;0;F20D5N3
166;0;25;0;F22D6N3
166;6.41;25;1.6025;FACIDCTG
166;6.154;25;1.5385;FAFRE
166;2.2423;25;0.560575;FAMCIS
166;3.006;25;0.7515;FAPU
166;1.1253;25;0.281325;FAPUN3
166;1.873;25;0.46825;FAPUN6
166;0.1785;25;0.044625;FAS18
166;0.906;25;0.2265;FASAT
166;6.696;25;1.674;FAT
166;0;25;0;FATRN
166;0.023;25;0.00575;FD
166;2.357;25;0.58925;FE
166;8.015;25;2.00375;FIBC
166;2.38;25;0.595;FIBINS
166;7.86;25;1.965;FIBT
166;39.6;25;9.9;FOL
166;0.129;25;0.03225;FRUS
166;0;25;0;GALS
166;0.104;25;0.026;GLUS
166;5.23;25;1.3075;ID
166;366.95;25;91.7375;K
166;0;25;0;LACS
166;0.03;25;0.0075;MALS
166;68.378;25;17.0945;MG
166;0.8307;25;0.207675;MN
166;0.0054;25;0.00135;MO
166;0;25;0;MYRIC
166;467.35;25;116.8375;NA
166;1190.8;25;297.7;NACL
166;1.102;25;0.2755;NIA
166;3.144;25;0.786;NIAEQ
166;1.755;25;0.43875;NT
166;0;25;0;OA
166;167.6;25;41.9;P
166;12.21;25;3.0525;PROT
166;1.05;25;0.2625;PSACNCS
166;0;25;0;QUERCE
166;0;25;0;RETOL
166;0.078;25;0.0195;RIBF
166;5.872;25;1.468;SE
166;41.17;25;10.2925;STARCH
166;56.09;25;14.0225;STERT
166;2.714;25;0.6785;SUCS
166;3.838;25;0.9595;SUGAR
166;0;25;0;SUGOH
166;0.1907;25;0.047675;THIA
166;143.2;25;35.8;TRP
166;0.847;25;0.21175;VITA
166;0;25;0;VITB12
166;0.02;25;0.005;VITC
166;0;25;0;VITD
166;1.45;25;0.3625;VITE
166;3.448;25;0.862;VITK
166;0.18;25;0.045;VITPYRID
166;25.18;25;6.295;WATER
166;1.368;25;0.342;ZN
172;0;15;0;ALC
172;0.841;15;0.12615;ASH
172;21.27;15;3.1905;CA
172;74;15;11;CAROTENS
172;1.45;15;0.2175;CARTB
172;63.881;15;9.58215;CHOAVL
172;65.553;15;9.83295;CHOCDF
172;0.5;15;0.075;CHOLE
172;1.53;15;0.2295;CR
172;0.1137;15;0.017055;CU
172;1753.19;15;262.9785;ENERC
172;2560.269;15;384.04035;F16D0T
172;5420.446;15;813.0669;F18D1T
172;1876.329;15;281.44935;F18D2CN6
172;449.629;15;67.44435;F18D3N3
172;0;15;0;F20D4N6
172;0;15;0;F20D5N3
172;0;15;0;F22D6N3
172;15.451;15;2.31765;FACIDCTG
172;14.771;15;2.21565;FAFRE
172;5.5711;15;0.835665;FAMCIS
172;2.343;15;0.35145;FAPU
172;0.4496;15;0.06744;FAPUN3
172;1.885;15;0.28275;FAPUN6
172;2.9635;15;0.444525;FAS18
172;6.5568;15;0.98352;FASAT
172;15.495;15;2.32425;FAT
172;0.3006;15;0.04509;FATRN
172;0.041;15;0.00615;FD
172;0.95;15;0.1425;FE
172;2.057;15;0.30855;FIBC
172;0.98;15;0.147;FIBINS
172;1.314;15;0.1971;FIBT
172;5.07;15;0.7605;FOL
172;4.09;15;0.6135;FRUS
172;0;15;0;GALS
172;4.515;15;0.67725;GLUS
172;5.84;15;0.876;ID
172;101.46;15;15.219;K
172;0;15;0;LACS
172;0;15;0;MALS
172;14.955;15;2.24325;MG
172;0.246;15;0.0369;MN
172;0.0079;15;0.001185;MO
172;0;15;0;MYRIC
172;143.4;15;21.51;NA
172;365.38;15;54.807;NACL
172;0.338;15;0.0507;NIA
172;1.038;15;0.1557;NIAEQ
172;0.638;15;0.0957;NT
172;0;15;0;OA
172;38.1;15;5.715;P
172;4.56;15;0.684;PROT
172;0.34;15;0.051;PSACNCS
172;0;15;0;QUERCE
172;0;15;0;RETOL
172;0.02;15;0.003;RIBF
172;3.207;15;0.48105;SE
172;26.13;15;3.9195;STARCH
172;77.14;15;11.571;STERT
172;28.232;15;4.2348;SUCS
172;36.836;15;5.5254;SUGAR
172;0;15;0;SUGOH
172;0.024;15;0.0036;THIA
172;48.8;15;7.32;TRP
172;0.122;15;0.0183;VITA
172;0;15;0;VITB12
172;0;15;0;VITC
172;0;15;0;VITD
172;1.477;15;0.22155;VITE
172;9.626;15;1.4439;VITK
172;0.04;15;0.006;VITPYRID
172;13.55;15;2.0325;WATER
172;0.336;15;0.0504;ZN
185;0;47,75;0;ALC
185;0.685;47,75;0.32195;ASH
185;56;47,75;26;CA
185;2734.5;47,75;1285.215;CAROTENS
185;983.5;47,75;462.245;CARTB
185;1.035;47,75;0.48645;CHOAVL
185;1.784;47,75;0.83848;CHOCDF
185;0;47,75;0;CHOLE
185;47.67;47,75;22.4049;ENERC
185;11.05;47,75;5.1935;F16D0T
185;1.208;47,75;0.56776;F18D1T
185;19.54029;47,75;9.1839363;F18D2CN6
185;38.96019;47,75;18.3112893;F18D3N3
185;0;47,75;0;F20D4N6
185;0;47,75;0;F20D5N3
185;0;47,75;0;F22D6N3
185;0.083;47,75;0.03901;FACIDCTG
185;0.079;47,75;0.03713;FAFRE
185;0.0044;47,75;0.002068;FAMCIS
185;0.059;47,75;0.02773;FAPU
185;0.039;47,75;0.01833;FAPUN3
185;0.0197;47,75;0.009259;FAPUN6
185;0.001;47,75;0.00047;FAS18
185;0.0153;47,75;0.007191;FASAT
185;0.121;47,75;0.05687;FAT
185;0;47,75;0;FATRN
185;0.7;47,75;0.329;FE
185;1;47,75;0;FIBC
185;0.8;47,75;0.376;FIBINS
185;1.2;47,75;0.564;FIBT
185;38.6;47,75;18.142;FOL
185;0.374;47,75;0.17578;FRUS
185;0.288;47,75;0.13536;GLUS
185;1;47,75;0;ID
185;360;47,75;169;K
185;0;47,75;0;LACS
185;0.05;47,75;0.0235;MALS
185;21;47,75;9;MG
185;23;47,75;10;NA
185;58.6;47,75;27.542;NACL
185;0.4;47,75;0.188;NIA
185;0.4;47,75;0.188;NIAEQ
185;0.15;47,75;0.0705;NT
185;0.13;47,75;0.0611;OA
185;40;47,75;18;P
185;0.936;47,75;0.43992;PROT
185;0.4;47,75;0.188;PSACNCS
185;0;47,75;0;RETOL
185;0.022;47,75;0.01034;RIBF
185;0.2;47,75;0.094;SE
185;0.273;47,75;0.12831;STARCH
185;8.5;47,75;3.995;STERT
185;0.05;47,75;0.0235;SUCS
185;0.762;47,75;0.35814;SUGAR
185;0;47,75;0;SUGOH
185;0.03;47,75;0.0141;THIA
185;81.63;47,75;38.3661;VITA
185;0;47,75;0;VITB12
185;2.69;47,75;1.2643;VITC
185;0;47,75;0;VITD
185;0.63;47,75;0.2961;VITE
185;115;47,75;54;VITK
185;0.1;47,75;0.047;VITPYRID
185;96.474;47,75;45.34278;WATER
185;0.5;47,75;0.235;ZN
194;0;7;0;ALC
194;2.123;7;0.14861;ASH
194;339.74;7;23.7818;CA
194;62.7;7;4.389;CAROTENS
194;37.95;7;2.6565;CARTB
194;39.282;7;2.74974;CHOAVL
194;45.444;7;3.18108;CHOCDF
194;4.7;7;0.329;CHOLE
194;4.3;7;0.301;CR
194;0.429;7;0.03003;CU
194;2360.8;7;165.256;ENERC
194;6203.271;7;434.22897;F16D0T
194;17591.755;7;1231.42285;F18D1T
194;2039.52;7;142.7664;F18D2CN6
194;65.497;7;4.58479;F18D3N3
194;0;7;0;F20D4N6
194;0;7;0;F20D5N3
194;0;7;0;F22D6N3
194;35.684;7;2.49788;FACIDCTG
194;34.114;7;2.38798;FAFRE
194;17.816;7;1.24712;FAMCIS
194;2.105;7;0.14735;FAPU
194;0.0655;7;0.004585;FAPUN3
194;2.039;7;0.14273;FAPUN6
194;6.6247;7;0.463729;FAS18
194;14.1586;7;0.991102;FASAT
194;39.44;7;2.7608;FAT
194;0.0346;7;0.002422;FATRN
194;0.054;7;0.00378;FD
194;2.368;7;0.16576;FE
194;5.257;7;0.36799;FIBC
194;2.24;7;0.1568;FIBINS
194;2.62;7;0.1834;FIBT
194;21.95;7;1.5365;FOL
194;0.115;7;0.00805;FRUS
194;0;7;0;GALS
194;0.092;7;0.00644;GLUS
194;31.18;7;2.1826;ID
194;496;7;34;K
194;7.7;7;0.539;LACS
194;0;7;0;MALS
194;82.31;7;5.7617;MG
194;1.6791;7;0.117537;MN
194;0.0131;7;0.000917;MO
194;0;7;0;MYRIC
194;77.23;7;5.4061;NA
194;196.78;7;13.7746;NACL
194;0.561;7;0.03927;NIA
194;3.001;7;0.21007;NIAEQ
194;1.247;7;0.08729;NT
194;0.308;7;0.02156;OA
194;302.3;7;21.161;P
194;11.04;7;0.7728;PROT
194;0.38;7;0.0266;PSACNCS
194;3850;7;269;QUERCE
194;77;7;5;RETOL
194;0.407;7;0.02849;RIBF
194;3.54;7;0.2478;SE
194;0;7;0;STARCH
194;91.5;7;6.405;STERT
194;31.375;7;2.19625;SUCS
194;39.282;7;2.74974;SUGAR
194;0;7;0;SUGOH
194;0.1574;7;0.011018;THIA
194;146.1;7;10.227;TRP
194;80.181;7;5.61267;VITA
194;0;7;0;VITB12
194;0;7;0;VITC
194;0;7;0;VITD
194;3.826;7;0.26782;VITE
194;4.113;7;0.28791;VITK
194;0.15;7;0.0105;VITPYRID
194;1.95;7;0.1365;WATER
194;1.644;7;0.11508;ZN
197;0;6;0;ALC
197;0.628;6;0.03768;ASH
197;12.27;6;0.7362;CA
197;3.1;6;0.186;CAROTENS
197;0.59;6;0.0354;CARTB
197;80.384;6;4.82304;CHOAVL
197;82.373;6;4.94238;CHOCDF
197;0.83;6;0.0498;CHOLE
197;0.66;6;0.0396;CR
197;0.0069;6;0.000414;CU
197;1813.59;6;108.8154;ENERC
197;3509.238;6;210.55428;F16D0T
197;4061.13;6;243.6678;F18D1T
197;926.88;6;55.6128;F18D2CN6
197;175.31;6;10.5186;F18D3N3
197;0.078;6;0.00468;F20D4N6
197;0;6;0;F20D5N3
197;0;6;0;F22D6N3
197;10.682;6;0.64092;FACIDCTG
197;10.231;6;0.61386;FAFRE
197;4.1329;6;0.247974;FAMCIS
197;1.104;6;0.06624;FAPU
197;0.1753;6;0.010518;FAPUN3
197;0.927;6;0.05562;FAPUN6
197;1.3382;6;0.080292;FAS18
197;4.9893;6;0.299358;FASAT
197;11.042;6;0.66252;FAT
197;0.0047;6;0.000282;FATRN
197;0.033;6;0.00198;FD
197;0.796;6;0.04776;FE
197;1.976;6;0.11856;FIBC
197;1.48;6;0.0888;FIBINS
197;1.976;6;0.11856;FIBT
197;2.7;6;0.162;FOL
197;0;6;0;FRUS
197;0;6;0;GALS
197;2.664;6;0.15984;GLUS
197;4.01;6;0.2406;ID
197;235.55;6;14.133;K
197;0.195;6;0.0117;LACS
197;1.96;6;0.1176;MALS
197;34.363;6;2.06178;MG
197;0.0069;6;0.000414;MN
197;0.0067;6;0.000402;MO
197;0;6;0;MYRIC
197;6.3;6;0.378;NA
197;16.05;6;0.963;NACL
197;0.133;6;0.00798;NIA
197;0.403;6;0.02418;NIAEQ
197;0.294;6;0.01764;NT
197;0;6;0;OA
197;47.5;6;2.85;P
197;1.33;6;0.0798;PROT
197;0.49;6;0.0294;PSACNCS
197;3250;6;195;QUERCE
197;1.14;6;0.0684;RETOL
197;0.02;6;0.0012;RIBF
197;0.653;6;0.03918;SE
197;0.71;6;0.0426;STARCH
197;25.62;6;1.5372;STERT
197;65.434;6;3.92604;SUCS
197;70.255;6;4.2153;SUGAR
197;0;6;0;SUGOH
197;0.0021;6;0.000126;THIA
197;16.1;6;0.966;TRP
197;1.189;6;0.07134;VITA
197;0.01;6;0.0006;VITB12
197;0.04;6;0.0024;VITC
197;0.001;6;6.0e-05;VITD
197;0.656;6;0.03936;VITE
197;3.197;6;0.19182;VITK
197;0.01;6;0.0006;VITPYRID
197;4.62;6;0.2772;WATER
197;0.473;6;0.02838;ZN
219;0;48;0;ALC
219;0.8;48;0.384;ASH
219;6.2;48;2.976;CA
219;29.7;48;14.256;CAROTENS
219;14.2;48;6.816;CARTB
219;18.3;48;8.784;CHOAVL
219;23.01;48;11.0448;CHOCDF
219;0;48;0;CHOLE
219;0.108;48;0.05184;CU
219;366.42;48;175.8816;ENERC
219;40.402;48;19.39296;F16D0T
219;10.578;48;5.07744;F18D1T
219;26.417;48;12.68016;F18D2CN6
219;19.638;48;9.42624;F18D3N3
219;0;48;0;F20D4N6
219;0;48;0;F20D5N3
219;0;48;0;F22D6N3
219;0.1127;48;0.054096;FACIDCTG
219;0.1078;48;0.051744;FAFRE
219;0.014;48;0.00672;FAMCIS
219;0.0477;48;0.022896;FAPU
219;0.0196;48;0.009408;FAPUN3
219;0.0264;48;0.012672;FAPUN6
219;0.002;48;0.00096;FAS18
219;0.0461;48;0.022128;FASAT
219;0.4;48;0.192;FAT
219;0;48;0;FATRN
219;0.01;48;0.0048;FD
219;1;48;0;FE
219;1.8;48;0.864;FIBC
219;1;48;0;FIBINS
219;1.7;48;0.816;FIBT
219;12.54;48;6.0192;FOL
219;2.7;48;1.296;FRUS
219;4.4;48;2.112;GLUS
219;1;48;0;ID
219;358.4;48;172.032;K
219;0;48;0;LACS
219;0;48;0;MALS
219;31.32;48;15.0336;MG
219;0.24;48;0.1152;MN
219;0.005;48;0.0024;MO
219;0;48;0;MYRIC
219;5;48;2;NA
219;12.74;48;6.1152;NACL
219;0.7;48;0.336;NIA
219;0.917;48;0.44016;NIAEQ
219;0.19;48;0.0912;NT
219;0.44;48;0.2112;OA
219;24.9;48;11.952;P
219;1.2;48;0.576;PROT
219;0.7;48;0.336;PSACNCS
219;0;48;0;QUERCE
219;0;48;0;RETOL
219;0.06;48;0.0288;RIBF
219;0.32;48;0.1536;SE
219;4.8;48;2.304;STARCH
219;11.6;48;5.568;STERT
219;6.4;48;3.072;SUCS
219;13.5;48;6.48;SUGAR
219;0;48;0;SUGOH
219;0.04;48;0.0192;THIA
219;13;48;6;TRP
219;1.68;48;0.8064;VITA
219;0;48;0;VITB12
219;10;48;4;VITC
219;0;48;0;VITD
219;0.21;48;0.1008;VITE
219;0.5;48;0.24;VITK
219;0.5;48;0.24;VITPYRID
219;74.6;48;35.808;WATER
219;0.19;48;0.0912;ZN
222;0;5;0;ALC
222;3;5;0;ASH
222;45;5;2;CA
222;22;5;1;CAROTENS
222;0;5;0;CARTB
222;18.8;5;0.94;CHOAVL
222;25.45;5;1.2725;CHOCDF
222;0;5;0;CHOLE
222;2.22;5;0.111;CU
222;2402.55;5;120.1275;ENERC
222;3916;5;195;F16D0T
222;23523;5;1176;F18D1T
222;7782;5;389;F18D2CN6
222;62;5;3;F18D3N3
222;0;5;0;F20D4N6
222;0;5;0;F20D5N3
222;0;5;0;F22D6N3
222;41.2396;5;2.06198;FACIDCTG
222;39.426;5;1.9713;FAFRE
222;23.797;5;1.18985;FAMCIS
222;7.844;5;0.3922;FAPU
222;0.062;5;0.0031;FAPUN3
222;7.782;5;0.3891;FAPUN6
222;3.223;5;0.16115;FAS18
222;7.785;5;0.38925;FASAT
222;46.35;5;2.3175;FAT
222;0;5;0;FATRN
222;0.14;5;0.007;FD
222;6;5;0;FE
222;3.5;5;0.175;FIBC
222;1.9;5;0.095;FIBINS
222;3.5;5;0.175;FIBT
222;69.2;5;3.46;FOL
222;0;5;0;FRUS
222;0;5;0;GLUS
222;10;5;0;ID
222;565;5;28;K
222;0;5;0;LACS
222;0;5;0;MALS
222;260;5;13;MG
222;0.84;5;0.042;MN
222;0.01;5;0.0005;MO
222;0;5;0;MYRIC
222;10;5;0;NA
222;25.48;5;1.274;NACL
222;1.2;5;0.06;NIA
222;8.715;5;0.43575;NIAEQ
222;3.87;5;0.1935;NT
222;0;5;0;OA
222;490;5;24;P
222;20;5;1;PROT
222;1.6;5;0.08;PSACNCS
222;0;5;0;QUERCE
222;0;5;0;RETOL
222;0.2;5;0.01;RIBF
222;11;5;0;SE
222;14.2;5;0.71;STARCH
222;117.6;5;5.88;STERT
222;4.6;5;0.23;SUCS
222;4.6;5;0.23;SUGAR
222;0;5;0;SUGOH
222;0.2;5;0.01;THIA
222;450;5;22;TRP
222;0;5;0;VITA
222;0;5;0;VITB12
222;0;5;0;VITC
222;0;5;0;VITD
222;0.9;5;0.045;VITE
222;7;5;0;VITK
222;0.4;5;0.02;VITPYRID
222;5.2;5;0.26;WATER
222;5.6;5;0.28;ZN
228;0;253;0;ALC
228;0.733;253;1.85449;ASH
228;123.04;253;311.2912;CA
228;11.8;253;29.854;CAROTENS
228;11.79;253;29.8287;CARTB
228;4.829;253;12.21737;CHOAVL
228;4.866;253;12.31098;CHOCDF
228;8.07;253;20.4171;CHOLE
228;0.85;253;2.1505;CR
228;0.0093;253;0.023529;CU
228;228.64;253;578.4592;ENERC
228;720.097;253;1821.84541;F16D0T
228;448.563;253;1134.86439;F18D1T
228;32.379;253;81.91887;F18D2CN6
228;8.371;253;21.17863;F18D3N3
228;0;253;0;F20D4N6
228;0;253;0;F20D5N3
228;0;253;0;F22D6N3
228;2.336;253;5.91008;FACIDCTG
228;2.234;253;5.65202;FAFRE
228;0.5205;253;1.316865;FAMCIS
228;0.054;253;0.13662;FAPU
228;0.0084;253;0.021252;FAPUN3
228;0.032;253;0.08096;FAPUN6
228;0.2335;253;0.590755;FAS18
228;1.5949;253;4.035097;FASAT
228;2.504;253;6.33512;FAT
228;0.0643;253;0.162679;FATRN
228;0.01;253;0.0253;FD
228;0.054;253;0.13662;FE
228;0;253;0;FIBC
228;0;253;0;FIBINS
228;0;253;0;FIBT
228;5.48;253;13.8644;FOL
228;0;253;0;FRUS
228;1.876;253;4.74628;GALS
228;1.876;253;4.74628;GLUS
228;14.32;253;36.2296;ID
228;160;253;404;K
228;1.077;253;2.72481;LACS
228;0;253;0;MALS
228;11.293;253;28.57129;MG
228;0.01;253;0.0253;MN
228;0.005;253;0.01265;MO
228;0;253;0;MYRIC
228;44;253;111;NA
228;112.11;253;283.6383;NACL
228;0.1;253;0.253;NIA
228;0.848;253;2.14544;NIAEQ
228;0.483;253;1.22199;NT
228;0.2;253;0.506;OA
228;90;253;227;P
228;3.02;253;7.6406;PROT
228;0;253;0;PSACNCS
228;0;253;0;QUERCE
228;19.45;253;49.2085;RETOL
228;0.185;253;0.46805;RIBF
228;2.849;253;7.20797;SE
228;0;253;0;STARCH
228;0.07;253;0.1771;STERT
228;0;253;0;SUCS
228;4.829;253;12.21737;SUGAR
228;0;253;0;SUGOH
228;0.0333;253;0.084249;THIA
228;44.8;253;113.344;TRP
228;20.424;253;51.67272;VITA
228;0.4;253;1.012;VITB12
228;1.05;253;2.6565;VITC
228;0.025;253;0.06325;VITD
228;0.046;253;0.11638;VITE
228;0.585;253;1.48005;VITK
228;0.05;253;0.1265;VITPYRID
228;88.92;253;224.9676;WATER
228;0.437;253;1.10561;ZN
242;0;2;0;ALC
242;0;2;0;ASH
242;0;2;0;CA
242;0;2;0;CAROTENS
242;0;2;0;CARTB
242;2.7;2;0.054;CHOAVL
242;2.7;2;0.054;CHOCDF
242;0;2;0;CHOLE
242;0;2;0;CR
242;0;2;0;CU
242;1685;2;33;ENERC
242;0;2;0;F16D0T
242;0;2;0;F18D1T
242;0;2;0;F18D2CN6
242;0;2;0;F18D3N3
242;0;2;0;F20D4N6
