PERSON;ID;BESTLOC;GRAMS;portion;EUFDNAME
paula;292;0;4;0;QUERCE
paula;292;0;4;0;RETOL
paula;292;0.13;4;0.0052;RIBF
paula;292;19;4;0;SE
paula;292;0.6;4;0.024;STARCH
paula;292;117.6;4;4.704;STERT
paula;292;2.2;4;0.088;SUCS
paula;292;2.6;4;0.104;SUGAR
paula;292;0;4;0;SUGOH
paula;292;0.5;4;0.02;THIA
paula;292;170;4;6;TRP
paula;292;1;4;0;VITA
paula;292;0;4;0;VITB12
paula;292;3;4;0;VITC
paula;292;0;4;0;VITD
paula;292;0.7;4;0.028;VITE
paula;292;13;4;0;VITK
paula;292;0.73;4;0.0292;VITPYRID
paula;292;7.76;4;0.3104;WATER
paula;292;2;4;0;ZN
paula;326;0;25;0;ALC
paula;326;2.8;25;0.7;ASH
paula;326;15;25;3;CA
paula;326;406.5;25;101.625;CAROTENS
paula;326;33.7;25;8.425;CARTB
paula;326;0.77;25;0.1925;CHOAVL
paula;326;7.47;25;1.8675;CHOCDF
paula;326;0;25;0;CHOLE
paula;326;0.21;25;0.0525;CU
paula;326;829.2;25;207.3;ENERC
paula;326;2624.42;25;656.105;F16D0T
paula;326;11771.292;25;2942.823;F18D1T
paula;326;1445.744;25;361.436;F18D2CN6
paula;326;124.408;25;31.102;F18D3N3
paula;326;0;25;0;F20D4N6
paula;326;0;25;0;F20D5N3
paula;326;0;25;0;F22D6N3
paula;326;17.7201;25;4.430025;FACIDCTG
paula;326;16.9408;25;4.2352;FAFRE
paula;326;12.6375;25;3.159375;FAMCIS
paula;326;1.5702;25;0.39255;FAPU
paula;326;0.1244;25;0.0311;FAPUN3
paula;326;1.4457;25;0.361425;FAPUN6
paula;326;0.1087;25;0.027175;FAS18
paula;326;2.7331;25;0.683275;FASAT
paula;326;19.4;25;4.85;FAT
paula;326;0;25;0;FATRN
paula;326;0;25;0;FD
paula;326;0.5;25;0.125;FE
paula;326;6.7;25;1.675;FIBC
paula;326;2;25;0;FIBINS
paula;326;3.6;25;0.9;FIBT
paula;326;11;25;2;FOL
paula;326;0.12;25;0.03;FRUS
paula;326;0.1;25;0.025;GALS
paula;326;0.37;25;0.0925;GLUS
paula;326;1.41;25;0.3525;ID
paula;326;400;25;100;K
paula;326;0;25;0;LACS
paula;326;0;25;0;MALS
paula;326;29;25;7;MG
paula;326;0.14;25;0.035;MN
paula;326;0;25;0;MO
paula;326;0;25;0;MYRIC
paula;326;6;25;1;NA
paula;326;15.29;25;3.8225;NACL
paula;326;1.1;25;0.275;NIA
paula;326;1.467;25;0.36675;NIAEQ
paula;326;0.42;25;0.105;NT
paula;326;31;25;7;P
paula;326;2.63;25;0.6575;PROT
paula;326;1.6;25;0.4;PSACNCS
paula;326;0;25;0;QUERCE
paula;326;0;25;0;RETOL
paula;326;0.16;25;0.04;RIBF
paula;326;0.4;25;0.1;SE
paula;326;0.11;25;0.0275;STARCH
paula;326;75.3;25;18.825;STERT
paula;326;0.06;25;0.015;SUCS
paula;326;0.66;25;0.165;SUGAR
paula;326;0;25;0;SUGOH
paula;326;0.07;25;0.0175;THIA
paula;326;22;25;5;TRP
paula;326;5.16;25;1.29;VITA
paula;326;0;25;0;VITB12
paula;326;10.2;25;2.55;VITC
paula;326;0;25;0;VITD
paula;326;2.07;25;0.5175;VITE
paula;326;20;25;5;VITK
paula;326;0.42;25;0.105;VITPYRID
paula;326;67.7;25;16.925;WATER
paula;326;0;25;0;ZN
paula;351;0;37,25;0;ALC
paula;351;0.4;37,25;0.148;ASH
paula;351;14.7;37,25;5.439;CA
paula;351;612.3;37,25;226.551;CAROTENS
paula;351;131.5;37,25;48.655;CARTB
paula;351;1.4;37,25;0.518;CHOAVL
paula;351;3.812;37,25;1.41044;CHOCDF
paula;351;0;37,25;0;CHOLE
paula;351;0.3;37,25;0.111;CR
paula;351;0.027;37,25;0.00999;CU
paula;351;47.27;37,25;17.4899;ENERC
paula;351;14.493;37,25;5.36241;F16D0T
paula;351;1.297;37,25;0.47989;F18D1T
paula;351;14.953;37,25;5.53261;F18D2CN6
paula;351;26.217;37,25;9.70029;F18D3N3
paula;351;0;37,25;0;F20D4N6
paula;351;0;37,25;0;F20D5N3
paula;351;0;37,25;0;F22D6N3
paula;351;0.0641;37,25;0.023717;FACIDCTG
paula;351;0.0613;37,25;0.022681;FAFRE
paula;351;0.0019;37,25;0.000703;FAMCIS
paula;351;0.0412;37,25;0.015244;FAPU
paula;351;0.0262;37,25;0.009694;FAPUN3
paula;351;0.015;37,25;0.00555;FAPUN6
paula;351;0.0017;37,25;0.000629;FAS18
paula;351;0.0182;37,25;0.006734;FASAT
paula;351;0.1;37,25;0.037;FAT
paula;351;0;37,25;0;FATRN
paula;351;0.005;37,25;0.00185;FD
paula;351;0.18;37,25;0.0666;FE
paula;351;0.7;37,25;0.259;FIBC
paula;351;0.7;37,25;0.259;FIBINS
paula;351;1.1;37,25;0.407;FIBT
paula;351;9.65;37,25;3.5705;FOL
paula;351;0.7;37,25;0.259;FRUS
paula;351;0.7;37,25;0.259;GLUS
paula;351;1;37,25;0;ID
paula;351;221.8;37,25;82.066;K
paula;351;0;37,25;0;LACS
paula;351;0;37,25;0;MALS
paula;351;8.77;37,25;3.2449;MG
paula;351;0.1;37,25;0.037;MN
paula;351;0.005;37,25;0.00185;MO
paula;351;50;37,25;18;MYRIC
paula;351;2.4;37,25;0.888;NA
paula;351;6.14;37,25;2.2718;NACL
paula;351;0.2;37,25;0.074;NIA
paula;351;0.367;37,25;0.13579;NIAEQ
paula;351;0.1;37,25;0.037;NT
paula;351;0.24;37,25;0.0888;OA
paula;351;29.3;37,25;10.841;P
paula;351;0.65;37,25;0.2405;PROT
paula;351;0.4;37,25;0.148;PSACNCS
paula;351;50;37,25;18;QUERCE
paula;351;0;37,25;0;RETOL
paula;351;0.09;37,25;0.0333;RIBF
paula;351;0.5;37,25;0.185;SE
paula;351;0;37,25;0;STARCH
paula;351;7.8;37,25;2.886;STERT
paula;351;0;37,25;0;SUCS
paula;351;1.4;37,25;0.518;SUGAR
paula;351;0;37,25;0;SUGOH
paula;351;0.04;37,25;0.0148;THIA
paula;351;10;37,25;3;TRP
paula;351;11.25;37,25;4.1625;VITA
paula;351;0;37,25;0;VITB12
paula;351;8;37,25;2;VITC
paula;351;0;37,25;0;VITD
paula;351;0.04;37,25;0.0148;VITE
paula;351;15;37,25;5;VITK
paula;351;0.04;37,25;0.0148;VITPYRID
paula;351;95;37,25;35;WATER
paula;351;0.09;37,25;0.0333;ZN
paula;353;0;34;0;ALC
paula;353;1.923;34;0.65382;ASH
paula;353;23.78;34;8.0852;CA
paula;353;108.7;34;36.958;CAROTENS
paula;353;2.44;34;0.8296;CARTB
paula;353;45.694;34;15.53596;CHOAVL
paula;353;49.362;34;16.78308;CHOCDF
paula;353;0;34;0;CHOLE
paula;353;1.06;34;0.3604;CR
paula;353;0.2252;34;0.076568;CU
paula;353;965.76;34;328.3584;ENERC
paula;353;277.251;34;94.26534;F16D0T
paula;353;469.158;34;159.51372;F18D1T
paula;353;802.209;34;272.75106;F18D2CN6
paula;353;44.053;34;14.97802;F18D3N3
paula;353;0;34;0;F20D4N6
paula;353;0;34;0;F20D5N3
paula;353;0;34;0;F22D6N3
paula;353;1.722;34;0.58548;FACIDCTG
paula;353;1.653;34;0.56202;FAFRE
paula;353;0.4983;34;0.169422;FAMCIS
paula;353;0.846;34;0.28764;FAPU
paula;353;0.0441;34;0.014994;FAPUN3
paula;353;0.802;34;0.27268;FAPUN6
paula;353;0.0209;34;0.007106;FAS18
paula;353;0.3084;34;0.104856;FASAT
paula;353;2.085;34;0.7089;FAT
paula;353;0;34;0;FATRN
paula;353;0.043;34;0.01462;FD
paula;353;1.804;34;0.61336;FE
paula;353;4.231;34;1.43854;FIBC
paula;353;3.08;34;1.0472;FIBINS
paula;353;3.795;34;1.2903;FIBT
paula;353;37.38;34;12.7092;FOL
paula;353;0.034;34;0.01156;FRUS
paula;353;0;34;0;GALS
paula;353;0.119;34;0.04046;GLUS
paula;353;8.13;34;2.7642;ID
paula;353;200.66;34;68.2244;K
paula;353;0;34;0;LACS
paula;353;0.47;34;0.1598;MALS
paula;353;55.571;34;18.89414;MG
paula;353;1.3532;34;0.460088;MN
paula;353;0.0082;34;0.002788;MO
paula;353;0;34;0;MYRIC
paula;353;454.49;34;154.5266;NA
paula;353;1158.04;34;393.7336;NACL
paula;353;2.009;34;0.68306;NIA
paula;353;3.708;34;1.26072;NIAEQ
paula;353;1.429;34;0.48586;NT
paula;353;0;34;0;OA
paula;353;185.7;34;63.138;P
paula;353;8.9;34;3.026;PROT
paula;353;0.71;34;0.2414;PSACNCS
paula;353;0;34;0;QUERCE
paula;353;0;34;0;RETOL
paula;353;0.098;34;0.03332;RIBF
paula;353;7.547;34;2.56598;SE
paula;353;44.63;34;15.1742;STARCH
paula;353;39.31;34;13.3654;STERT
paula;353;0.432;34;0.14688;SUCS
paula;353;1.059;34;0.36006;SUGAR
paula;353;0;34;0;SUGOH
paula;353;0.1988;34;0.067592;THIA
paula;353;125.8;34;42.772;TRP
paula;353;0.203;34;0.06902;VITA
paula;353;0;34;0;VITB12
paula;353;0;34;0;VITC
paula;353;0;34;0;VITD
paula;353;0.76;34;0.2584;VITE
paula;353;1.11;34;0.3774;VITK
paula;353;0.09;34;0.0306;VITPYRID
paula;353;41.53;34;14.1202;WATER
paula;353;1.506;34;0.51204;ZN
paula;374;0;4;0;ALC
paula;374;1.559;4;0.06236;ASH
paula;374;12.71;4;0.5084;CA
paula;374;256.2;4;10.248;CAROTENS
paula;374;256.2;4;10.248;CARTB
paula;374;0.9;4;0.036;CHOAVL
paula;374;0.9;4;0.036;CHOCDF
paula;374;130;4;5;CHOLE
paula;374;3.37;4;0.1348;CR
paula;374;0.012;4;0.00048;CU
paula;374;2796.08;4;111.8432;ENERC
paula;374;12688.465;4;507.5386;F16D0T
paula;374;20668.983;4;826.75932;F18D1T
paula;374;4999.4;4;199.976;F18D2CN6
paula;374;2377.146;4;95.08584;F18D3N3
paula;374;0;4;0;F20D4N6
paula;374;0;4;0;F20D5N3
paula;374;0;4;0;F22D6N3
paula;374;77.329;4;3.09316;FACIDCTG
paula;374;73.928;4;2.95712;FAFRE
paula;374;22.5549;4;0.902196;FAMCIS
paula;374;8.043;4;0.32172;FAPU
paula;374;2.3772;4;0.095088;FAPUN3
paula;374;5.128;4;0.20512;FAPUN6
paula;374;5.2447;4;0.209788;FAS18
paula;374;30.7535;4;1.23014;FASAT
paula;374;75;4;3;FAT
paula;374;1.1051;4;0.044204;FATRN
paula;374;0.003;4;0.00012;FD
paula;374;0.105;4;0.0042;FE
paula;374;0;4;0;FIBC
paula;374;0;4;0;FIBINS
paula;374;0;4;0;FIBT
paula;374;1.68;4;0.0672;FOL
paula;374;0;4;0;FRUS
paula;374;0.2;4;0.008;GALS
paula;374;0.2;4;0.008;GLUS
paula;374;21.24;4;0.8496;ID
paula;374;8.84;4;0.3536;K
paula;374;0.5;4;0.02;LACS
paula;374;0;4;0;MALS
paula;374;3.02;4;0.1208;MG
paula;374;0.0058;4;0.000232;MN
paula;374;0;4;0;MO
paula;374;0;4;0;MYRIC
paula;374;600;4;24;NA
paula;374;1528.8;4;61.152;NACL
paula;374;0;4;0;NIA
paula;374;0.056;4;0.00224;NIAEQ
paula;374;0.046;4;0.00184;NT
paula;374;0;4;0;OA
paula;374;14.4;4;0.576;P
paula;374;0.34;4;0.0136;PROT
paula;374;0;4;0;PSACNCS
paula;374;0;4;0;QUERCE
paula;374;398.7354;4;15.949416;RETOL
paula;374;0.017;4;0.00068;RIBF
paula;374;0.297;4;0.01188;SE
paula;374;0;4;0;STARCH
paula;374;139.1;4;5.564;STERT
paula;374;0;4;0;SUCS
paula;374;0.9;4;0.036;SUGAR
paula;374;0;4;0;SUGOH
paula;374;0;4;0;THIA
paula;374;3.4;4;0.136;TRP
paula;374;420;4;16;VITA
paula;374;0;4;0;VITB12
paula;374;0;4;0;VITC
paula;374;10;4;0;VITD
paula;374;4.638;4;0.18552;VITE
paula;374;40.557;4;1.62228;VITK
paula;374;0;4;0;VITPYRID
paula;374;22.2;4;0.888;WATER
paula;374;0.046;4;0.00184;ZN
paula;375;0;9;0;ALC
paula;375;0;9;0;ASH
paula;375;0;9;0;CA
paula;375;24.6;9;2.214;CAROTENS
paula;375;24.6;9;2.214;CARTB
paula;375;0;9;0;CHOAVL
paula;375;0;9;0;CHOCDF
paula;375;0;9;0;CHOLE
paula;375;0;9;0;CR
paula;375;0;9;0;CU
paula;375;3700;9;333;ENERC
paula;375;11426.111;9;1028.34999;F16D0T
paula;375;67376.25;9;6063.8625;F18D1T
paula;375;10366.56;9;932.9904;F18D2CN6
paula;375;543.505;9;48.91545;F18D3N3
paula;375;0;9;0;F20D4N6
paula;375;0;9;0;F20D5N3
paula;375;0;9;0;F22D6N3
paula;375;97.62;9;8.7858;FACIDCTG
paula;375;93.3271;9;8.399439;FAFRE
paula;375;68.3845;9;6.154605;FAMCIS
paula;375;10.9301;9;0.983709;FAPU
paula;375;0.5435;9;0.048915;FAPUN3
paula;375;10.3666;9;0.932994;FAPUN6
paula;375;2.436;9;0.21924;FAS18
paula;375;14.0125;9;1.261125;FASAT
paula;375;100;9;9;FAT
paula;375;0;9;0;FATRN
paula;375;0;9;0;FD
paula;375;0;9;0;FE
paula;375;0;9;0;FIBC
paula;375;0;9;0;FIBINS
paula;375;0;9;0;FIBT
paula;375;0;9;0;FOL
paula;375;0;9;0;FRUS
paula;375;0;9;0;GLUS
paula;375;0;9;0;ID
paula;375;0;9;0;K
paula;375;0;9;0;LACS
paula;375;0;9;0;MALS
paula;375;0;9;0;MG
paula;375;0;9;0;MN
paula;375;0;9;0;MO
paula;375;0;9;0;MYRIC
paula;375;0;9;0;NA
paula;375;0;9;0;NACL
paula;375;0;9;0;NIA
paula;375;0;9;0;NIAEQ
paula;375;0;9;0;NT
paula;375;0;9;0;OA
paula;375;0;9;0;P
paula;375;0;9;0;PROT
paula;375;0;9;0;PSACNCS
paula;375;0;9;0;QUERCE
paula;375;0;9;0;RETOL
paula;375;0;9;0;RIBF
paula;375;0;9;0;SE
paula;375;0;9;0;STARCH
paula;375;175;9;15;STERT
paula;375;0;9;0;SUCS
paula;375;0;9;0;SUGAR
paula;375;0;9;0;SUGOH
paula;375;0;9;0;THIA
paula;375;0;9;0;TRP
paula;375;2.04;9;0.1836;VITA
paula;375;0;9;0;VITB12
paula;375;0;9;0;VITC
paula;375;0;9;0;VITD
paula;375;11.91;9;1.0719;VITE
paula;375;30;9;2;VITK
paula;375;0;9;0;VITPYRID
paula;375;0;9;0;WATER
paula;375;0;9;0;ZN
paula;380;0;28,25;0;ALC
paula;380;1.1;28,25;0.308;ASH
paula;380;9;28,25;2;CA
paula;380;6196.2;28,25;1734.936;CAROTENS
paula;380;2908;28,25;814;CARTB
paula;380;4.5;28,25;1.26;CHOAVL
paula;380;6.4;28,25;1.792;CHOCDF
paula;380;0;28,25;0;CHOLE
paula;380;0.01;28,25;0.0028;CU
paula;380;118.78;28,25;33.2584;ENERC
paula;380;25;28,25;7;F16D0T
paula;380;2;28,25;0;F18D1T
paula;380;45;28,25;12;F18D2CN6
paula;380;25;28,25;7;F18D3N3
paula;380;0;28,25;0;F20D4N6
paula;380;0;28,25;0;F20D5N3
paula;380;0;28,25;0;F22D6N3
paula;380;0.106;28,25;0.02968;FACIDCTG
paula;380;0.101;28,25;0.02828;FAFRE
paula;380;0.004;28,25;0.00112;FAMCIS
paula;380;0.07;28,25;0.0196;FAPU
paula;380;0.025;28,25;0.007;FAPUN3
paula;380;0.045;28,25;0.0126;FAPUN6
paula;380;0.002;28,25;0.00056;FAS18
paula;380;0.027;28,25;0.00756;FASAT
paula;380;0.3;28,25;0.084;FAT
paula;380;0;28,25;0;FATRN
paula;380;0.6;28,25;0.168;FE
paula;380;1.9;28,25;0.532;FIBC
paula;380;1;28,25;0;FIBINS
paula;380;1.9;28,25;0.532;FIBT
paula;380;55.86;28,25;15.6408;FOL
paula;380;2.1;28,25;0.588;FRUS
paula;380;2.3;28,25;0.644;GLUS
paula;380;1;28,25;0;ID
paula;380;290;28,25;81;K
paula;380;0;28,25;0;LACS
paula;380;0;28,25;0;MALS
paula;380;14;28,25;3;MG
paula;380;0.1;28,25;0.028;MN
paula;380;50;28,25;14;MYRIC
paula;380;3.5;28,25;0.98;NA
paula;380;8.92;28,25;2.4976;NACL
paula;380;1.3;28,25;0.364;NIA
paula;380;1.5;28,25;0.42;NIAEQ
paula;380;0.15;28,25;0.042;NT
paula;380;0;28,25;0;OA
paula;380;30;28,25;8;P
paula;380;0.94;28,25;0.2632;PROT
paula;380;0.9;28,25;0.252;PSACNCS
paula;380;760;28,25;212;QUERCE
paula;380;0;28,25;0;RETOL
paula;380;0.12;28,25;0.0336;RIBF
paula;380;0.2;28,25;0.056;SE
paula;380;0;28,25;0;STARCH
paula;380;21.5;28,25;6.02;STERT
paula;380;0.1;28,25;0.028;SUCS
paula;380;4.5;28,25;1.26;SUGAR
paula;380;0;28,25;0;SUGOH
paula;380;0.04;28,25;0.0112;THIA
paula;380;12;28,25;3;TRP
paula;380;243.81;28,25;68.2668;VITA
paula;380;0;28,25;0;VITB12
paula;380;184.8;28,25;51.744;VITC
paula;380;0;28,25;0;VITD
paula;380;2.16;28,25;0.6048;VITE
paula;380;4.6;28,25;1.288;VITK
paula;380;0.45;28,25;0.126;VITPYRID
paula;380;91.26;28,25;25.5528;WATER
paula;380;0.1;28,25;0.028;ZN
paula;382;0;34;0;ALC
paula;382;2.216;34;0.75344;ASH
paula;382;45.31;34;15.4054;CA
paula;382;199.1;34;67.694;CAROTENS
paula;382;8.77;34;2.9818;CARTB
paula;382;45.007;34;15.30238;CHOAVL
paula;382;53.913;34;18.33042;CHOCDF
paula;382;0.09;34;0.0306;CHOLE
paula;382;0.59;34;0.2006;CR
paula;382;0.396;34;0.13464;CU
paula;382;1284.54;34;436.7436;ENERC
paula;382;681.142;34;231.58828;F16D0T
paula;382;2187.209;34;743.65106;F18D1T
paula;382;1864.914;34;634.07076;F18D2CN6
paula;382;1125.321;34;382.60914;F18D3N3
paula;382;0;34;0;F20D4N6
paula;382;0;34;0;F20D5N3
paula;382;0;34;0;F22D6N3
paula;382;6.41;34;2.1794;FACIDCTG
paula;382;6.154;34;2.09236;FAFRE
paula;382;2.2423;34;0.762382;FAMCIS
paula;382;3.006;34;1.02204;FAPU
paula;382;1.1253;34;0.382602;FAPUN3
paula;382;1.873;34;0.63682;FAPUN6
paula;382;0.1785;34;0.06069;FAS18
paula;382;0.906;34;0.30804;FASAT
paula;382;6.696;34;2.27664;FAT
paula;382;0;34;0;FATRN
paula;382;0.023;34;0.00782;FD
paula;382;2.357;34;0.80138;FE
paula;382;8.015;34;2.7251;FIBC
paula;382;2.38;34;0.8092;FIBINS
paula;382;7.86;34;2.6724;FIBT
paula;382;39.6;34;13.464;FOL
paula;382;0.129;34;0.04386;FRUS
paula;382;0;34;0;GALS
paula;382;0.104;34;0.03536;GLUS
paula;382;5.23;34;1.7782;ID
paula;382;366.95;34;124.763;K
paula;382;0;34;0;LACS
paula;382;0.03;34;0.0102;MALS
paula;382;68.378;34;23.24852;MG
paula;382;0.8307;34;0.282438;MN
paula;382;0.0054;34;0.001836;MO
paula;382;0;34;0;MYRIC
paula;382;467.35;34;158.899;NA
paula;382;1190.8;34;404.872;NACL
paula;382;1.102;34;0.37468;NIA
paula;382;3.144;34;1.06896;NIAEQ
paula;382;1.755;34;0.5967;NT
paula;382;0;34;0;OA
paula;382;167.6;34;56.984;P
paula;382;12.21;34;4.1514;PROT
paula;382;1.05;34;0.357;PSACNCS
paula;382;0;34;0;QUERCE
paula;382;0;34;0;RETOL
paula;382;0.078;34;0.02652;RIBF
paula;382;5.872;34;1.99648;SE
paula;382;41.17;34;13.9978;STARCH
paula;382;56.09;34;19.0706;STERT
paula;382;2.714;34;0.92276;SUCS
paula;382;3.838;34;1.30492;SUGAR
paula;382;0;34;0;SUGOH
paula;382;0.1907;34;0.064838;THIA
paula;382;143.2;34;48.688;TRP
paula;382;0.847;34;0.28798;VITA
paula;382;0;34;0;VITB12
paula;382;0.02;34;0.0068;VITC
paula;382;0;34;0;VITD
paula;382;1.45;34;0.493;VITE
paula;382;3.448;34;1.17232;VITK
paula;382;0.18;34;0.0612;VITPYRID
paula;382;25.18;34;8.5612;WATER
paula;382;1.368;34;0.46512;ZN
paula;388;0;11;0;ALC
paula;388;0.841;11;0.09251;ASH
paula;388;21.27;11;2.3397;CA
paula;388;74;11;8;CAROTENS
paula;388;1.45;11;0.1595;CARTB
paula;388;63.881;11;7.02691;CHOAVL
paula;388;65.553;11;7.21083;CHOCDF
paula;388;0.5;11;0.055;CHOLE
paula;388;1.53;11;0.1683;CR
paula;388;0.1137;11;0.012507;CU
paula;388;1753.19;11;192.8509;ENERC
paula;388;2560.269;11;281.62959;F16D0T
paula;388;5420.446;11;596.24906;F18D1T
paula;388;1876.329;11;206.39619;F18D2CN6
paula;388;449.629;11;49.45919;F18D3N3
paula;388;0;11;0;F20D4N6
paula;388;0;11;0;F20D5N3
paula;388;0;11;0;F22D6N3
paula;388;15.451;11;1.69961;FACIDCTG
paula;388;14.771;11;1.62481;FAFRE
paula;388;5.5711;11;0.612821;FAMCIS
paula;388;2.343;11;0.25773;FAPU
paula;388;0.4496;11;0.049456;FAPUN3
paula;388;1.885;11;0.20735;FAPUN6
paula;388;2.9635;11;0.325985;FAS18
paula;388;6.5568;11;0.721248;FASAT
paula;388;15.495;11;1.70445;FAT
paula;388;0.3006;11;0.033066;FATRN
paula;388;0.041;11;0.00451;FD
paula;388;0.95;11;0.1045;FE
paula;388;2.057;11;0.22627;FIBC
paula;388;0.98;11;0.1078;FIBINS
paula;388;1.314;11;0.14454;FIBT
paula;388;5.07;11;0.5577;FOL
paula;388;4.09;11;0.4499;FRUS
paula;388;0;11;0;GALS
paula;388;4.515;11;0.49665;GLUS
paula;388;5.84;11;0.6424;ID
paula;388;101.46;11;11.1606;K
paula;388;0;11;0;LACS
paula;388;0;11;0;MALS
paula;388;14.955;11;1.64505;MG
paula;388;0.246;11;0.02706;MN
paula;388;0.0079;11;0.000869;MO
paula;388;0;11;0;MYRIC
paula;388;143.4;11;15.774;NA
paula;388;365.38;11;40.1918;NACL
paula;388;0.338;11;0.03718;NIA
paula;388;1.038;11;0.11418;NIAEQ
paula;388;0.638;11;0.07018;NT
paula;388;0;11;0;OA
paula;388;38.1;11;4.191;P
paula;388;4.56;11;0.5016;PROT
paula;388;0.34;11;0.0374;PSACNCS
paula;388;0;11;0;QUERCE
paula;388;0;11;0;RETOL
paula;388;0.02;11;0.0022;RIBF
paula;388;3.207;11;0.35277;SE
paula;388;26.13;11;2.8743;STARCH
paula;388;77.14;11;8.4854;STERT
paula;388;28.232;11;3.10552;SUCS
paula;388;36.836;11;4.05196;SUGAR
paula;388;0;11;0;SUGOH
paula;388;0.024;11;0.00264;THIA
paula;388;48.8;11;5.368;TRP
paula;388;0.122;11;0.01342;VITA
paula;388;0;11;0;VITB12
paula;388;0;11;0;VITC
paula;388;0;11;0;VITD
paula;388;1.477;11;0.16247;VITE
paula;388;9.626;11;1.05886;VITK
paula;388;0.04;11;0.0044;VITPYRID
paula;388;13.55;11;1.4905;WATER
paula;388;0.336;11;0.03696;ZN
paula;405;0;54;0;ALC
paula;405;0.294;54;0.15876;ASH
paula;405;17.99;54;9.7146;CA
paula;405;38;54;20;CAROTENS
paula;405;6.85;54;3.699;CARTB
paula;405;16.536;54;8.92944;CHOAVL
paula;405;17.816;54;9.62064;CHOCDF
paula;405;0;54;0;CHOLE
paula;405;0.95;54;0.513;CR
paula;405;0.0523;54;0.028242;CU
paula;405;329.49;54;177.9246;ENERC
paula;405;18.757;54;10.12878;F16D0T
paula;405;21.245;54;11.4723;F18D1T
paula;405;54.633;54;29.50182;F18D2CN6
paula;405;54.889;54;29.64006;F18D3N3
paula;405;0;54;0;F20D4N6
paula;405;0;54;0;F20D5N3
paula;405;0;54;0;F22D6N3
paula;405;0.163;54;0.08802;FACIDCTG
paula;405;0.156;54;0.08424;FAFRE
paula;405;0.0216;54;0.011664;FAMCIS
paula;405;0.11;54;0.0594;FAPU
paula;405;0.0549;54;0.029646;FAPUN3
paula;405;0.055;54;0.0297;FAPUN6
paula;405;0.0023;54;0.001242;FAS18
paula;405;0.0249;54;0.013446;FASAT
paula;405;0.268;54;0.14472;FAT
paula;405;0;54;0;FATRN
paula;405;0.014;54;0.00756;FD
paula;405;0.433;54;0.23382;FE
paula;405;1.624;54;0.87696;FIBC
paula;405;1.28;54;0.6912;FIBINS
paula;405;2.052;54;1.10808;FIBT
paula;405;17.9;54;9.666;FOL
paula;405;2.547;54;1.37538;FRUS
paula;405;0;54;0;GALS
paula;405;2.237;54;1.20798;GLUS
paula;405;1.35;54;0.729;ID
paula;405;162.65;54;87.831;K
paula;405;0;54;0;LACS
paula;405;0.04;54;0.0216;MALS
paula;405;12.835;54;6.9309;MG
paula;405;0.3686;54;0.199044;MN
paula;405;0.0053;54;0.002862;MO
paula;405;42.75;54;23.085;MYRIC
paula;405;1.72;54;0.9288;NA
paula;405;4.38;54;2.3652;NACL
paula;405;0.513;54;0.27702;NIA
paula;405;0.49;54;0.2646;NIAEQ
paula;405;0.082;54;0.04428;NT
paula;405;1.368;54;0.73872;OA
paula;405;25.7;54;13.878;P
paula;405;0.45;54;0.243;PROT
paula;405;0.77;54;0.4158;PSACNCS
paula;405;598.5;54;323.19;QUERCE
paula;405;0;54;0;RETOL
paula;405;0.016;54;0.00864;RIBF
paula;405;0.137;54;0.07398;SE
paula;405;0.54;54;0.2916;STARCH
paula;405;8.55;54;4.617;STERT
paula;405;11.169;54;6.03126;SUCS
paula;405;15.996;54;8.63784;SUGAR
paula;405;0;54;0;SUGOH
paula;405;0.0218;54;0.011772;THIA
paula;405;6;54;3;TRP
paula;405;0.731;54;0.39474;VITA
paula;405;0;54;0;VITB12
paula;405;25.34;54;13.6836;VITC
paula;405;0;54;0;VITD
paula;405;0.479;54;0.25866;VITE
paula;405;4.702;54;2.53908;VITK
paula;405;0.05;54;0.027;VITPYRID
paula;405;76.67;54;41.4018;WATER
paula;405;0.086;54;0.04644;ZN
paula;406;0;6;0;ALC
paula;406;0.972;6;0.05832;ASH
paula;406;67.99;6;4.0794;CA
paula;406;5.6;6;0.336;CAROTENS
paula;406;5.46;6;0.3276;CARTB
paula;406;66.322;6;3.97932;CHOAVL
paula;406;66.502;6;3.99012;CHOCDF
paula;406;6.01;6;0.3606;CHOLE
paula;406;0.45;6;0.027;CR
paula;406;0.0102;6;0.000612;CU
paula;406;1972.04;6;118.3224;ENERC
paula;406;9006.114;6;540.36684;F16D0T
paula;406;7758.27;6;465.4962;F18D1T
paula;406;1768.622;6;106.11732;F18D2CN6
paula;406;49.846;6;2.99076;F18D3N3
paula;406;0.71;6;0.0426;F20D4N6
paula;406;0;6;0;F20D5N3
paula;406;0;6;0;F22D6N3
paula;406;21.69;6;1.3014;FACIDCTG
paula;406;20.736;6;1.24416;FAFRE
paula;406;7.885;6;0.4731;FAMCIS
paula;406;1.829;6;0.10974;FAPU
paula;406;0.0499;6;0.002994;FAPUN3
paula;406;1.77;6;0.1062;FAPUN6
paula;406;1.4821;6;0.088926;FAS18
paula;406;10.9796;6;0.658776;FASAT
paula;406;21.827;6;1.30962;FAT
paula;406;0.0427;6;0.002562;FATRN
paula;406;0.023;6;0.00138;FD
paula;406;0.296;6;0.01776;FE
paula;406;0.18;6;0.0108;FIBC
paula;406;0.13;6;0.0078;FIBINS
paula;406;0.18;6;0.0108;FIBT
paula;406;3.75;6;0.225;FOL
