PERSON;ID;BESTLOC;GRAMS;portion;EUFDNAME
saku;552;10.578;49;5.18322;F18D1T
saku;552;26.417;49;12.94433;F18D2CN6
saku;552;19.638;49;9.62262;F18D3N3
saku;552;0;49;0;F20D4N6
saku;552;0;49;0;F20D5N3
saku;552;0;49;0;F22D6N3
saku;552;0.1127;49;0.055223;FACIDCTG
saku;552;0.1078;49;0.052822;FAFRE
saku;552;0.014;49;0.00686;FAMCIS
saku;552;0.0477;49;0.023373;FAPU
saku;552;0.0196;49;0.009604;FAPUN3
saku;552;0.0264;49;0.012936;FAPUN6
saku;552;0.002;49;0.00098;FAS18
saku;552;0.0461;49;0.022589;FASAT
saku;552;0.4;49;0.196;FAT
saku;552;0;49;0;FATRN
saku;552;0.01;49;0.0049;FD
saku;552;1;49;0;FE
saku;552;1.8;49;0.882;FIBC
saku;552;1;49;0;FIBINS
saku;552;1.7;49;0.833;FIBT
saku;552;12.54;49;6.1446;FOL
saku;552;2.7;49;1.323;FRUS
saku;552;4.4;49;2.156;GLUS
saku;552;1;49;0;ID
saku;552;358.4;49;175.616;K
saku;552;0;49;0;LACS
saku;552;0;49;0;MALS
saku;552;31.32;49;15.3468;MG
saku;552;0.24;49;0.1176;MN
saku;552;0.005;49;0.00245;MO
saku;552;0;49;0;MYRIC
saku;552;5;49;2;NA
saku;552;12.74;49;6.2426;NACL
saku;552;0.7;49;0.343;NIA
saku;552;0.917;49;0.44933;NIAEQ
saku;552;0.19;49;0.0931;NT
saku;552;0.44;49;0.2156;OA
saku;552;24.9;49;12.201;P
saku;552;1.2;49;0.588;PROT
saku;552;0.7;49;0.343;PSACNCS
saku;552;0;49;0;QUERCE
saku;552;0;49;0;RETOL
saku;552;0.06;49;0.0294;RIBF
saku;552;0.32;49;0.1568;SE
saku;552;4.8;49;2.352;STARCH
saku;552;11.6;49;5.684;STERT
saku;552;6.4;49;3.136;SUCS
saku;552;13.5;49;6.615;SUGAR
saku;552;0;49;0;SUGOH
saku;552;0.04;49;0.0196;THIA
saku;552;13;49;6;TRP
saku;552;1.68;49;0.8232;VITA
saku;552;0;49;0;VITB12
saku;552;10;49;4;VITC
saku;552;0;49;0;VITD
saku;552;0.21;49;0.1029;VITE
saku;552;0.5;49;0.245;VITK
saku;552;0.5;49;0.245;VITPYRID
saku;552;74.6;49;36.554;WATER
saku;552;0.19;49;0.0931;ZN
saku;561;0;197;0;ALC
saku;561;0.733;197;1.44401;ASH
saku;561;123.04;197;242.3888;CA
saku;561;11.8;197;23.246;CAROTENS
saku;561;11.79;197;23.2263;CARTB
saku;561;4.829;197;9.51313;CHOAVL
saku;561;4.866;197;9.58602;CHOCDF
saku;561;8.07;197;15.8979;CHOLE
saku;561;0.85;197;1.6745;CR
saku;561;0.0093;197;0.018321;CU
saku;561;228.64;197;450.4208;ENERC
saku;561;720.097;197;1418.59109;F16D0T
saku;561;448.563;197;883.66911;F18D1T
saku;561;32.379;197;63.78663;F18D2CN6
saku;561;8.371;197;16.49087;F18D3N3
saku;561;0;197;0;F20D4N6
saku;561;0;197;0;F20D5N3
saku;561;0;197;0;F22D6N3
saku;561;2.336;197;4.60192;FACIDCTG
saku;561;2.234;197;4.40098;FAFRE
saku;561;0.5205;197;1.025385;FAMCIS
saku;561;0.054;197;0.10638;FAPU
saku;561;0.0084;197;0.016548;FAPUN3
saku;561;0.032;197;0.06304;FAPUN6
saku;561;0.2335;197;0.459995;FAS18
saku;561;1.5949;197;3.141953;FASAT
saku;561;2.504;197;4.93288;FAT
saku;561;0.0643;197;0.126671;FATRN
saku;561;0.01;197;0.0197;FD
saku;561;0.054;197;0.10638;FE
saku;561;0;197;0;FIBC
saku;561;0;197;0;FIBINS
saku;561;0;197;0;FIBT
saku;561;5.48;197;10.7956;FOL
saku;561;0;197;0;FRUS
saku;561;1.876;197;3.69572;GALS
saku;561;1.876;197;3.69572;GLUS
saku;561;14.32;197;28.2104;ID
saku;561;160;197;315;K
saku;561;1.077;197;2.12169;LACS
saku;561;0;197;0;MALS
saku;561;11.293;197;22.24721;MG
saku;561;0.01;197;0.0197;MN
saku;561;0.005;197;0.00985;MO
saku;561;0;197;0;MYRIC
saku;561;44;197;86;NA
saku;561;112.11;197;220.8567;NACL
saku;561;0.1;197;0.197;NIA
saku;561;0.848;197;1.67056;NIAEQ
saku;561;0.483;197;0.95151;NT
saku;561;0.2;197;0.394;OA
saku;561;90;197;177;P
saku;561;3.02;197;5.9494;PROT
saku;561;0;197;0;PSACNCS
saku;561;0;197;0;QUERCE
saku;561;19.45;197;38.3165;RETOL
saku;561;0.185;197;0.36445;RIBF
saku;561;2.849;197;5.61253;SE
saku;561;0;197;0;STARCH
saku;561;0.07;197;0.1379;STERT
saku;561;0;197;0;SUCS
saku;561;4.829;197;9.51313;SUGAR
saku;561;0;197;0;SUGOH
saku;561;0.0333;197;0.065601;THIA
saku;561;44.8;197;88.256;TRP
saku;561;20.424;197;40.23528;VITA
saku;561;0.4;197;0.788;VITB12
saku;561;1.05;197;2.0685;VITC
saku;561;0.025;197;0.04925;VITD
saku;561;0.046;197;0.09062;VITE
saku;561;0.585;197;1.15245;VITK
saku;561;0.05;197;0.0985;VITPYRID
saku;561;88.92;197;175.1724;WATER
saku;561;0.437;197;0.86089;ZN
saku;562;0;172;0;ALC
saku;562;0.648;172;1.11456;ASH
saku;562;111.69;172;192.1068;CA
saku;562;33.9;172;58.308;CAROTENS
saku;562;20.3;172;34.916;CARTB
saku;562;12.023;172;20.67956;CHOAVL
saku;562;13.209;172;22.71948;CHOCDF
saku;562;7.04;172;12.1088;CHOLE
saku;562;0.91;172;1.5652;CR
saku;562;0.0167;172;0.028724;CU
saku;562;336.5;172;578.78;ENERC
saku;562;581.201;172;999.66572;F16D0T
saku;562;370.718;172;637.63496;F18D1T
saku;562;31.559;172;54.28148;F18D2CN6
saku;562;10.853;172;18.66716;F18D3N3
saku;562;0;172;0;F20D4N6
saku;562;0;172;0;F20D5N3
saku;562;0;172;0;F22D6N3
saku;562;1.909;172;3.28348;FACIDCTG
saku;562;1.825;172;3.139;FAFRE
saku;562;0.4309;172;0.741148;FAMCIS
saku;562;0.053;172;0.09116;FAPU
saku;562;0.0109;172;0.018748;FAPUN3
saku;562;0.032;172;0.05504;FAPUN6
saku;562;0.1972;172;0.339184;FAS18
saku;562;1.2973;172;2.231356;FASAT
saku;562;2.006;172;3.45032;FAT
saku;562;0.0439;172;0.075508;FATRN
saku;562;0.012;172;0.02064;FD
saku;562;0.109;172;0.18748;FE
saku;562;0.254;172;0.43688;FIBC
saku;562;0.16;172;0.2752;FIBINS
saku;562;0.242;172;0.41624;FIBT
saku;562;5.21;172;8.9612;FOL
saku;562;0.597;172;1.02684;FRUS
saku;562;0;172;0;GALS
saku;562;0.555;172;0.9546;GLUS
saku;562;12.28;172;21.1216;ID
saku;562;174.22;172;299.6584;K
saku;562;3.812;172;6.55664;LACS
saku;562;0;172;0;MALS
saku;562;10.272;172;17.66784;MG
saku;562;0.0647;172;0.111284;MN
saku;562;0.0052;172;0.008944;MO
saku;562;62.32;172;107.1904;MYRIC
saku;562;40.18;172;69.1096;NA
saku;562;102.37;172;176.0764;NACL
saku;562;0.138;172;0.23736;NIA
saku;562;0.734;172;1.26248;NIAEQ
saku;562;0.506;172;0.87032;NT
saku;562;0.248;172;0.42656;OA
saku;562;73.6;172;126.592;P
saku;562;3.1;172;5.332;PROT
saku;562;0.09;172;0.1548;PSACNCS
saku;562;209.6;172;360.512;QUERCE
saku;562;16.75;172;28.81;RETOL
saku;562;0.151;172;0.25972;RIBF
saku;562;2.304;172;3.96288;SE
saku;562;0.04;172;0.0688;STARCH
saku;562;1.69;172;2.9068;STERT
saku;562;7.021;172;12.07612;SUCS
saku;562;11.986;172;20.61592;SUGAR
saku;562;0;172;0;SUGOH
saku;562;0.0298;172;0.051256;THIA
saku;562;41;172;70;TRP
saku;562;18.683;172;32.13476;VITA
saku;562;0.32;172;0.5504;VITB12
saku;562;2.64;172;4.5408;VITC
saku;562;1;172;1;VITD
saku;562;0.196;172;0.33712;VITE
saku;562;1.025;172;1.763;VITK
saku;562;0.05;172;0.086;VITPYRID
saku;562;81.03;172;139.3716;WATER
saku;562;0.366;172;0.62952;ZN
saku;590;0;8;0;ALC
saku;590;0;8;0;ASH
saku;590;0;8;0;CA
saku;590;0;8;0;CAROTENS
saku;590;0;8;0;CARTB
saku;590;0;8;0;CHOAVL
saku;590;0;8;0;CHOCDF
saku;590;0;8;0;CHOLE
saku;590;0;8;0;CR
saku;590;0;8;0;CU
saku;590;3700;8;296;ENERC
saku;590;8200;8;656;F16D0T
saku;590;5800;8;464;F18D1T
saku;590;1800;8;144;F18D2CN6
saku;590;0;8;0;F18D3N3
saku;590;0;8;0;F20D4N6
saku;590;0;8;0;F20D5N3
saku;590;0;8;0;F22D6N3
saku;590;98.4286;8;7.874288;FACIDCTG
saku;590;94.1;8;7.528;FAFRE
saku;590;5.8;8;0.464;FAMCIS
saku;590;1.8;8;0.144;FAPU
saku;590;0;8;0;FAPUN3
saku;590;1.8;8;0.144;FAPUN6
saku;590;2.8;8;0.224;FAS18
saku;590;86.5;8;6.92;FASAT
saku;590;100;8;8;FAT
saku;590;0;8;0;FATRN
saku;590;0;8;0;FD
saku;590;0;8;0;FE
saku;590;0;8;0;FIBC
saku;590;0;8;0;FIBINS
saku;590;0;8;0;FIBT
saku;590;0;8;0;FOL
saku;590;0;8;0;FRUS
saku;590;0;8;0;GALS
saku;590;0;8;0;GLUS
saku;590;0;8;0;ID
saku;590;0;8;0;K
saku;590;0;8;0;LACS
saku;590;0;8;0;MALS
saku;590;0;8;0;MG
saku;590;0;8;0;MN
saku;590;0;8;0;MO
saku;590;0;8;0;MYRIC
saku;590;0;8;0;NA
saku;590;0;8;0;NACL
saku;590;0;8;0;NIA
saku;590;0;8;0;NIAEQ
saku;590;0;8;0;NT
saku;590;0;8;0;OA
saku;590;0;8;0;P
saku;590;0;8;0;PROT
saku;590;0;8;0;PSACNCS
saku;590;0;8;0;QUERCE
saku;590;0;8;0;RETOL
saku;590;0;8;0;RIBF
saku;590;0;8;0;SE
saku;590;0;8;0;STARCH
saku;590;86;8;6;STERT
saku;590;0;8;0;SUCS
saku;590;0;8;0;SUGAR
saku;590;0;8;0;SUGOH
saku;590;0;8;0;THIA
saku;590;0;8;0;TRP
saku;590;0;8;0;VITA
saku;590;0;8;0;VITB12
saku;590;0;8;0;VITC
saku;590;0;8;0;VITD
saku;590;0.09;8;0.0072;VITE
saku;590;0.5;8;0.04;VITK
saku;590;0;8;0;VITPYRID
saku;590;0;8;0;WATER
saku;590;0;8;0;ZN
saku;598;0;51;0;ALC
saku;598;1.785;51;0.91035;ASH
saku;598;31.95;51;16.2945;CA
saku;598;287.5;51;146.625;CAROTENS
saku;598;10.46;51;5.3346;CARTB
saku;598;68.311;51;34.83861;CHOAVL
saku;598;76.376;51;38.95176;CHOCDF
saku;598;0.02;51;0.0102;CHOLE
saku;598;1.29;51;0.6579;CR
saku;598;0.3855;51;0.196605;CU
saku;598;1523.43;51;776.9493;ENERC
saku;598;605.711;51;308.91261;F16D0T
saku;598;1405.284;51;716.69484;F18D1T
saku;598;1432.871;51;730.76421;F18D2CN6
saku;598;123.434;51;62.95134;F18D3N3
saku;598;0;51;0;F20D4N6
saku;598;0;51;0;F20D5N3
saku;598;0;51;0;F22D6N3
saku;598;3.874;51;1.97574;FACIDCTG
saku;598;3.71;51;1.8921;FAFRE
saku;598;1.4607;51;0.744957;FAMCIS
saku;598;1.557;51;0.79407;FAPU
saku;598;0.1235;51;0.062985;FAPUN3
saku;598;1.433;51;0.73083;FAPUN6
saku;598;0.0608;51;0.031008;FAS18
saku;598;0.6925;51;0.353175;FASAT
saku;598;4.111;51;2.09661;FAT
saku;598;0;51;0;FATRN
saku;598;0.054;51;0.02754;FD
saku;598;3.386;51;1.72686;FE
saku;598;7.829;51;3.99279;FIBC
saku;598;5.49;51;2.7999;FIBINS
saku;598;6.683;51;3.40833;FIBT
saku;598;24.18;51;12.3318;FOL
saku;598;0.075;51;0.03825;FRUS
saku;598;0;51;0;GALS
saku;598;1.074;51;0.54774;GLUS
saku;598;9.1;51;4.641;ID
saku;598;327.24;51;166.8924;K
saku;598;0;51;0;LACS
saku;598;0.88;51;0.4488;MALS
saku;598;99.705;51;50.84955;MG
saku;598;2.5445;51;1.297695;MN
saku;598;0.0137;51;0.006987;MO
saku;598;0;51;0;MYRIC
saku;598;194.88;51;99.3888;NA
saku;598;496.56;51;253.2456;NACL
saku;598;1.626;51;0.82926;NIA
saku;598;3.326;51;1.69626;NIAEQ
saku;598;1.371;51;0.69921;NT
saku;598;0;51;0;OA
saku;598;313.6;51;159.936;P
saku;598;8.96;51;4.5696;PROT
saku;598;1.01;51;0.5151;PSACNCS
saku;598;0;51;0;QUERCE
saku;598;0;51;0;RETOL
saku;598;0.083;51;0.04233;RIBF
saku;598;8.082;51;4.12182;SE
saku;598;53.87;51;27.4737;STARCH
saku;598;51.06;51;26.0406;STERT
saku;598;9.052;51;4.61652;SUCS
saku;598;11.148;51;5.68548;SUGAR
saku;598;0;51;0;SUGOH
saku;598;0.188;51;0.09588;THIA
saku;598;121.6;51;62.016;TRP
saku;598;1.104;51;0.56304;VITA
saku;598;0;51;0;VITB12
saku;598;0;51;0;VITC
saku;598;0;51;0;VITD
saku;598;0.792;51;0.40392;VITE
saku;598;3.06;51;1.5606;VITK
saku;598;0.14;51;0.0714;VITPYRID
saku;598;8.9;51;4.539;WATER
saku;598;2.518;51;1.28418;ZN
saku;602;0;24;0;ALC
saku;602;1.362;24;0.32688;ASH
saku;602;21.57;24;5.1768;CA
saku;602;523.2;24;125.568;CAROTENS
saku;602;26.09;24;6.2616;CARTB
saku;602;68.778;24;16.50672;CHOAVL
saku;602;74.336;24;17.84064;CHOCDF
saku;602;0.21;24;0.0504;CHOLE
saku;602;2.69;24;0.6456;CR
saku;602;0.2708;24;0.064992;CU
saku;602;1919.28;24;460.6272;ENERC
saku;602;4214;24;1011;F16D0T
saku;602;3544;24;850;F18D1T
saku;602;2218;24;532;F18D2CN6
saku;602;63;24;15;F18D3N3
saku;602;0;24;0;F20D4N6
saku;602;0;24;0;F20D5N3
saku;602;0;24;0;F22D6N3
saku;602;16.4889;24;3.957336;FACIDCTG
saku;602;15.728;24;3.77472;FAFRE
saku;602;3.618;24;0.86832;FAMCIS
saku;602;4.499;24;1.07976;FAPU
saku;602;0.063;24;0.01512;FAPUN3
saku;602;2.218;24;0.53232;FAPUN6
saku;602;1.921;24;0.46104;FAS18
saku;602;7.563;24;1.81512;FASAT
saku;602;15.58;24;3.7392;FAT
saku;602;0.048;24;0.01152;FATRN
saku;602;0.055;24;0.0132;FD
saku;602;3.548;24;0.85152;FE
saku;602;6.408;24;1.53792;FIBC
saku;602;4;24;0;FIBINS
saku;602;4.872;24;1.16928;FIBT
saku;602;45.24;24;10.8576;FOL
saku;602;2.899;24;0.69576;FRUS
saku;602;0;24;0;GALS
saku;602;3.099;24;0.74376;GLUS
saku;602;13.41;24;3.2184;ID
saku;602;264.93;24;63.5832;K
saku;602;0;24;0;LACS
saku;602;0.02;24;0.0048;MALS
saku;602;60.177;24;14.44248;MG
saku;602;1.6749;24;0.401976;MN
saku;602;0.012;24;0.00288;MO
saku;602;0.93;24;0.2232;MYRIC
saku;602;127.19;24;30.5256;NA
saku;602;324.08;24;77.7792;NACL
saku;602;3.784;24;0.90816;NIA
saku;602;5.469;24;1.31256;NIAEQ
saku;602;1.182;24;0.28368;NT
saku;602;0.413;24;0.09912;OA
saku;602;186.4;24;44.736;P
saku;602;6.88;24;1.6512;PROT
saku;602;0.87;24;0.2088;PSACNCS
saku;602;23.13;24;5.5512;QUERCE
saku;602;0;24;0;RETOL
saku;602;0.238;24;0.05712;RIBF
saku;602;5.955;24;1.4292;SE
saku;602;41.26;24;9.9024;STARCH
saku;602;68.8;24;16.512;STERT
saku;602;21.484;24;5.15616;SUCS
saku;602;27.521;24;6.60504;SUGAR
saku;602;0;24;0;SUGOH
saku;602;0.301;24;0.07224;THIA
saku;602;100.9;24;24.216;TRP
saku;602;2.492;24;0.59808;VITA
saku;602;0.12;24;0.0288;VITB12
saku;602;0.05;24;0.012;VITC
saku;602;0;24;0;VITD
saku;602;1.306;24;0.31344;VITE
saku;602;7.865;24;1.8876;VITK
saku;602;0.35;24;0.084;VITPYRID
saku;602;1.84;24;0.4416;WATER
saku;602;1.578;24;0.37872;ZN
saku;615;0;50;0;ALC
saku;615;0.3;50;0.15;ASH
saku;615;8;50;4;CA
saku;615;1290;50;645;CAROTENS
saku;615;1290;50;645;CARTB
saku;615;16;50;8;CHOAVL
saku;615;18;50;9;CHOCDF
saku;615;0;50;0;CHOLE
saku;615;0.113;50;0.0565;CU
saku;615;305.6;50;152.8;ENERC
saku;615;0;50;0;F16D0T
saku;615;0;50;0;F18D1T
saku;615;0;50;0;F18D2CN6
saku;615;0;50;0;F18D3N3
saku;615;0;50;0;F20D4N6
saku;615;0;50;0;F20D5N3
saku;615;0;50;0;F22D6N3
saku;615;0;50;0;FACIDCTG
saku;615;0;50;0;FAFRE
saku;615;0;50;0;FAMCIS
saku;615;0;50;0;FAPU
saku;615;0;50;0;FAPUN3
saku;615;0;50;0;FAPUN6
saku;615;0;50;0;FAS18
saku;615;0;50;0;FASAT
saku;615;0.2;50;0.1;FAT
saku;615;0;50;0;FATRN
saku;615;0.2;50;0.1;FE
saku;615;2;50;1;FIBC
saku;615;8;50;4;FOL
saku;615;7.5;50;3.75;FRUS
saku;615;7.5;50;3.75;GLUS
saku;615;161;50;80;K
saku;615;0;50;0;LACS
saku;615;0;50;0;MALS
saku;615;9;50;4;MG
saku;615;0.355;50;0.1775;MN
saku;615;1;50;0;NA
saku;615;2.55;50;1.275;NACL
saku;615;0.1;50;0.05;NIA
saku;615;0.2;50;0.1;NIAEQ
saku;615;17;50;8;P
saku;615;0.6;50;0.3;PROT
saku;615;0;50;0;RETOL
saku;615;0.02;50;0.01;RIBF
saku;615;1;50;0;SE
saku;615;0;50;0;STARCH
saku;615;1;50;0;SUCS
saku;615;16;50;8;SUGAR
saku;615;0.03;50;0.015;THIA
saku;615;12;50;6;TRP
saku;615;107.07;50;53.535;VITA
saku;615;0;50;0;VITB12
saku;615;8;50;4;VITC
saku;615;0;50;0;VITD
saku;615;0;50;0;VITE
saku;615;2.6;50;1.3;VITK
saku;615;0.02;50;0.01;VITPYRID
saku;615;80.9;50;40.45;WATER
saku;615;0.1;50;0.05;ZN
saku;679;0;250;0;ALC
saku;679;0.69;250;1.725;ASH
saku;679;120;250;300;CA
saku;679;8.7;250;21.75;CAROTENS
saku;679;8.73;250;21.825;CARTB
saku;679;4.8;250;12.0;CHOAVL
saku;679;5.81;250;14.525;CHOCDF
saku;679;6.4;250;16.0;CHOLE
saku;679;0.5;250;1.25;CR
saku;679;0.009;250;0.0225;CU
saku;679;190.7;250;476.75;ENERC
saku;679;459.7;250;1149.25;F16D0T
saku;679;307.9;250;769.75;F18D1T
saku;679;21.3;250;53.25;F18D2CN6
saku;679;5.2;250;13.0;F18D3N3
saku;679;0;250;0;F20D4N6
saku;679;0;250;0;F20D5N3
saku;679;0;250;0;F22D6N3
saku;679;1.53;250;3.825;FACIDCTG
saku;679;1.463;250;3.6575;FAFRE
saku;679;0.3593;250;0.89825;FAMCIS
saku;679;0.034;250;0.085;FAPU
saku;679;0.0052;250;0.013;FAPUN3
saku;679;0.021;250;0.0525;FAPUN6
saku;679;0.1742;250;0.4355;FAS18
saku;679;1.0492;250;2.623;FASAT
saku;679;1.5;250;3.75;FAT
saku;679;0.0205;250;0.05125;FATRN
saku;679;0.01;250;0.025;FD
saku;679;0.05;250;0.125;FE
saku;679;0;250;0;FIBC
saku;679;0;250;0;FIBINS
saku;679;0;250;0;FIBT
saku;679;4.24;250;10.6;FOL
saku;679;0;250;0;FRUS
saku;679;0;250;0;GALS
saku;679;0;250;0;GLUS
saku;679;13.8;250;34.5;ID
saku;679;150;250;375;K
saku;679;4.8;250;12.0;LACS
saku;679;0;250;0;MALS
saku;679;11;250;27;MG
saku;679;0.01;250;0.025;MN
saku;679;0.005;250;0.0125;MO
saku;679;0;250;0;MYRIC
saku;679;41;250;102;NA
saku;679;104.47;250;261.175;NACL
saku;679;0.1;250;0.25;NIA
saku;679;0.841;250;2.1025;NIAEQ
saku;679;0.48;250;1.2;NT
saku;679;0.2;250;0.5;OA
saku;679;90;250;225;P
saku;679;3;250;7;PROT
saku;679;0;250;0;PSACNCS
saku;679;0;250;0;QUERCE
saku;679;12.16;250;30.4;RETOL
saku;679;0.185;250;0.4625;RIBF
saku;679;2.75;250;6.875;SE
saku;679;0;250;0;STARCH
saku;679;0;250;0;STERT
saku;679;0;250;0;SUCS
saku;679;4.8;250;12.0;SUGAR
saku;679;0;250;0;SUGOH
saku;679;0.035;250;0.0875;THIA
saku;679;44.3;250;110.75;TRP
saku;679;12.88;250;32.2;VITA
saku;679;0.4;250;1.0;VITB12
saku;679;1.1;250;2.75;VITC
saku;679;1;250;2;VITD
saku;679;0.03;250;0.075;VITE
saku;679;0.331;250;0.8275;VITK
saku;679;0.05;250;0.125;VITPYRID
saku;679;89;250;222;WATER
saku;679;0.41;250;1.025;ZN
saku;687;0;45;0;ALC
saku;687;0.4;45;0.18;ASH
saku;687;14.7;45;6.615;CA
saku;687;612.3;45;275.535;CAROTENS
saku;687;131.5;45;59.175;CARTB
saku;687;1.4;45;0.63;CHOAVL
saku;687;3.812;45;1.7154;CHOCDF
saku;687;0;45;0;CHOLE
saku;687;0.3;45;0.135;CR
saku;687;0.027;45;0.01215;CU
saku;687;47.27;45;21.2715;ENERC
saku;687;14.493;45;6.52185;F16D0T
saku;687;1.297;45;0.58365;F18D1T
saku;687;14.953;45;6.72885;F18D2CN6
saku;687;26.217;45;11.79765;F18D3N3
saku;687;0;45;0;F20D4N6
saku;687;0;45;0;F20D5N3
saku;687;0;45;0;F22D6N3
saku;687;0.0641;45;0.028845;FACIDCTG
saku;687;0.0613;45;0.027585;FAFRE
saku;687;0.0019;45;0.000855;FAMCIS
saku;687;0.0412;45;0.01854;FAPU
saku;687;0.0262;45;0.01179;FAPUN3
saku;687;0.015;45;0.00675;FAPUN6
saku;687;0.0017;45;0.000765;FAS18
saku;687;0.0182;45;0.00819;FASAT
saku;687;0.1;45;0.045;FAT
saku;687;0;45;0;FATRN
saku;687;0.005;45;0.00225;FD
saku;687;0.18;45;0.081;FE
saku;687;0.7;45;0.315;FIBC
saku;687;0.7;45;0.315;FIBINS
saku;687;1.1;45;0.495;FIBT
saku;687;9.65;45;4.3425;FOL
saku;687;0.7;45;0.315;FRUS
saku;687;0.7;45;0.315;GLUS
saku;687;1;45;0;ID
saku;687;221.8;45;99.81;K
saku;687;0;45;0;LACS
saku;687;0;45;0;MALS
saku;687;8.77;45;3.9465;MG
saku;687;0.1;45;0.045;MN
saku;687;0.005;45;0.00225;MO
saku;687;50;45;22;MYRIC
saku;687;2.4;45;1.08;NA
saku;687;6.14;45;2.763;NACL
saku;687;0.2;45;0.09;NIA
saku;687;0.367;45;0.16515;NIAEQ
saku;687;0.1;45;0.045;NT
saku;687;0.24;45;0.108;OA
saku;687;29.3;45;13.185;P
saku;687;0.65;45;0.2925;PROT
saku;687;0.4;45;0.18;PSACNCS
saku;687;50;45;22;QUERCE
saku;687;0;45;0;RETOL
saku;687;0.09;45;0.0405;RIBF
saku;687;0.5;45;0.225;SE
saku;687;0;45;0;STARCH
saku;687;7.8;45;3.51;STERT
saku;687;0;45;0;SUCS
saku;687;1.4;45;0.63;SUGAR
saku;687;0;45;0;SUGOH
saku;687;0.04;45;0.018;THIA
saku;687;10;45;4;TRP
saku;687;11.25;45;5.0625;VITA
saku;687;0;45;0;VITB12
saku;687;8;45;3;VITC
saku;687;0;45;0;VITD
saku;687;0.04;45;0.018;VITE
saku;687;15;45;6;VITK
saku;687;0.04;45;0.018;VITPYRID
saku;687;95;45;42;WATER
saku;687;0.09;45;0.0405;ZN
saku;688;0;360;0;ALC
saku;688;1.344;360;4.8384;ASH
saku;688;116.74;360;420.264;CA
saku;688;1822.9;360;6562.44;CAROTENS
saku;688;60.93;360;219.348;CARTB
saku;688;13.547;360;48.7692;CHOAVL
saku;688;16.101;360;57.9636;CHOCDF
saku;688;18.91;360;68.076;CHOLE
saku;688;2.17;360;7.812;CR
saku;688;0.1746;360;0.62856;CU
saku;688;698.65;360;2515.14;ENERC
saku;688;1891.026;360;6807.6936;F16D0T
saku;688;2987.069;360;10753.4484;F18D1T
saku;688;692.014;360;2491.2504;F18D2CN6
saku;688;167.126;360;601.6536;F18D3N3
saku;688;9.377;360;33.7572;F20D4N6
saku;688;0.001;360;0.0036;F20D5N3
saku;688;0;360;0;F22D6N3
saku;688;8.567;360;30.8412;FACIDCTG
saku;688;8.244;360;29.6784;FAFRE
saku;688;3.2808;360;11.81088;FAMCIS
saku;688;0.918;360;3.3048;FAPU
saku;688;0.1671;360;0.60156;FAPUN3
saku;688;0.709;360;2.5524;FAPUN6
saku;688;0.9672;360;3.48192;FAS18
saku;688;3.8827;360;13.97772;FASAT
saku;688;8.729;360;31.4244;FAT
saku;688;0.1463;360;0.52668;FATRN
saku;688;0.023;360;0.0828;FD
saku;688;0.774;360;2.7864;FE
saku;688;0.973;360;3.5028;FIBC
saku;688;0.41;360;1.476;FIBINS
saku;688;0.629;360;2.2644;FIBT
saku;688;8.04;360;28.944;FOL
saku;688;0.449;360;1.6164;FRUS
saku;688;0;360;0;GALS
saku;688;0.34;360;1.224;GLUS
saku;688;14.17;360;51.012;ID
saku;688;174.15;360;626.94;K
saku;688;0.879;360;3.1644;LACS
saku;688;0.02;360;0.072;MALS
saku;688;15.506;360;55.8216;MG
saku;688;0.1387;360;0.49932;MN
saku;688;0.0081;360;0.02916;MO
saku;688;11.4;360;41.04;MYRIC
saku;688;207.9;360;748.44;NA
saku;688;529.74;360;1907.064;NACL
saku;688;1.208;360;4.3488;NIA
saku;688;2.859;360;10.2924;NIAEQ
saku;688;1.282;360;4.6152;NT
saku;688;0.114;360;0.4104;OA
saku;688;119.5;360;430.2;P
saku;688;8.01;360;28.836;PROT
saku;688;0.22;360;0.792;PSACNCS
saku;688;0.82;360;2.952;QUERCE
saku;688;32.63;360;117.468;RETOL
saku;688;0.097;360;0.3492;RIBF
saku;688;7.126;360;25.6536;SE
saku;688;11.38;360;40.968;STARCH
saku;688;17.47;360;62.892;STERT
saku;688;0.137;360;0.4932;SUCS
saku;688;2.164;360;7.7904;SUGAR
saku;688;0;360;0;SUGOH
saku;688;0.0546;360;0.19656;THIA
saku;688;107;360;385;TRP
saku;688;36.093;360;129.9348;VITA
saku;688;0.39;360;1.404;VITB12
saku;688;3.04;360;10.944;VITC
saku;688;0.334;360;1.2024;VITD
saku;688;0.561;360;2.0196;VITE
saku;688;4.122;360;14.8392;VITK
saku;688;0.11;360;0.396;VITPYRID
saku;688;63.04;360;226.944;WATER
saku;688;1.293;360;4.6548;ZN
saku;701;0;7;0;ALC
saku;701;0.3;7;0.021;ASH
saku;701;6;7;0;CA
saku;701;63.5;7;4.445;CAROTENS
saku;701;12.19;7;0.8533;CARTB
saku;701;38;7;2;CHOAVL
saku;701;50.3;7;3.521;CHOCDF
saku;701;0;7;0;CHOLE
saku;701;3;7;0;CR
saku;701;0.04;7;0.0028;CU
saku;701;678.13;7;47.4691;ENERC
saku;701;8.45;7;0.5915;F16D0T
saku;701;9.589;7;0.67123;F18D1T
saku;701;28.855;7;2.01985;F18D2CN6
saku;701;28.338;7;1.98366;F18D3N3
saku;701;0;7;0;F20D4N6
saku;701;0;7;0;F20D5N3
saku;701;0;7;0;F22D6N3
